entity,predict,output
POI,upt puskesmas lun,"upt puskesmas lun, l"
POI,mas nurul wahid,"mas nurul wahid, s"
POI,taman polda,taman polda
POI,kedai serba sambal kayen,kedai serba sambal kayen
POI,kantor konsultan pajak sukadana,kantor konsultan pajak sukadana
POI,pasar sang lama,"pasar sang lama, sa"
POI,komplek bank mandiri,komplek bank mandiri
POI,audito cem asri,"audito cem asri, pall,"
POI,majlis taf al quran mta,"majlis taf al quran mta,"
POI,yayasan dar-el sofwah,kp. pisangan
POI,toko perak sandi,toko perak sandi
POI,rumah makan griya sekar aji,rumah makan griya sekar aji
POI,mandai,simpang lima mandai
POI,majelis tak (mt) al huda,majelis tak (mt) al huda
POI,tk cahaya sin,"tk cahaya sin, k"
POI,starbucks,starbucks
POI,komplek grand katamso,komplek grand katamso
POI,dsn wates,dsn wates rt 01 rw 01
POI,jembatan tinggi,jembatan tinggi
POI,kantor lurah bugel,kantor lurah bugel
POI,green coco putra,ren 2 b 2 green coco putra k
POI,roti john koja ment,roti john koja
POI,warung 99,warung 99
POI,kedai sam spes,"kedai sam spes, ahma"
POI,cluster royal london,cluster royal london
POI,war makan seder,war makan seder basala
POI,"distri nu skin depok, bella","distri nu skin depok, bel"
POI,henna salon,henna salon
POI,bank buko,"bank buko, t"
POI,ayek shippudent,ayek shippudent
POI,ayam goreng ibu kurnia,ayam goreng ibu kurnia
POI,kolam ren pesona alam ciloa,"kolam ren pesona alam ciloa,"
POI,"bumi mod pt, jenderal","bumi mod pt, j"
POI,"kh ahmad dah, 79 raud ath","kh ahmad dah, 79 raud ath m"
POI,"bank rak indon, sem","bank rak indon, sem t"
POI,pegad,"pegad, te"
POI,trij batt dr.,trij batt dr. c
POI,"perum auri bumi dirga per, dir","perum auri bumi dirga per, dir r"
POI,pesan al amin raya kadun,pesan al amin ray
POI,tk khatulistiwa kayoa,tk khatulistiwa kayoa
POI,agung sari utama,agung sari utama
POI,rumah makan gajah jaya,rumah makan ga
POI,bk 3,bk 3
POI,"gorda, no 11 war gore","gorda, no 11 war gore mpo"
POI,desa wis parang ijo,"desa wis parang ijo,"
POI,pt. abdi praja samar,pt. abdi praja
POI,"dok arie risd, raya","dok arie risd, raya "
POI,the pianoza,the pianoza
POI,warkop gaul depan pom bensin,warkop gaul 
POI,perum agung permai,perum agung permai
POI,"jaya abadi furni, by pass prof","jaya abadi furni, by"
POI,pt. karya harapan valasindo,pt. karya harapan valasindo
POI,"percet mona, gun","percet mona, gun lo"
POI,pd. bpr lpk,pd. bpr lpk cipat
POI,teupin mamp kel.,teupin mamp kel. te
POI,perumahan graha indah,perumahan graha indah
POI,"pang ram tam wifi, tam","pang ram tam wifi, tam asr"
POI,bakso gilo,bakso gilo
POI,sate cempe dan gule kamb,"sate cempe dan gule kamb bu endah, m"
POI,mustika hegar regency,mustika hegar regency
POI,mas al-furqon,"mas al-furqon, t"
POI,sri purw,"sri purw, im"
POI,titik kum kolektif kuli,"titik kum kolektif kuli, gard"
POI,"cipi muara i,",cipi muara i
POI,ra miftahul huda,ra miftahul huda
POI,graha sampurna,graha sampurna
POI,"pang anta,",vav foods
POI,wask teknik,"wask teknik, k"
POI,toko basmallah,toko basmallah
POI,"mekar wangi,",mekar wa
POI,daya utama logam. cv,daya utama logam. cv
POI,perumahan griya andalusia,perumahan griya andalusia
POI,taman kuli,"taman kuli, r"
POI,bc.g whell,"bc.g whell griya alam sen, griya"
POI,ninox fm,ninox fm
POI,suzan playstation,suzan playstation
POI,komplek keuangan,komplek keuangan
POI,ramen hiroshima,ramen hiroshima
POI,toko tany,"toko tany, g"
POI,tk loka paraseraya,"tk loka paraseraya kum san, sumi"
POI,pesantren hidayatullah,pesantren hidayatullah
POI,helga ps kiyaran sanggung-p,helga ps kiyaran
POI,komplek puri citra,komplek puri citra
POI,"nilam, no 30 warung pad","nilam, no 30 warung pad uran"
POI,balai besar taman nasional gunung leuser,balai besar taman nasional gunung leuser
POI,jend,jend s
POI,sd neg 2 lapodi,sd neg 2 lapodi
POI,bank bri,bank bri
POI,ayam seu asia,ayam seu as
POI,inaq resik,inaq resik
POI,gumaya tower hotel,gumaya tower hotel
POI,toko bu jari,"toko bu jari, c"
POI,the savia,the savia
POI,hayam wuruk,hayam
POI,terminal purabaya,terminal purabaya
POI,inaq lihin,inaq lihin
POI,risna salon,risna salon
POI,pasar ulekan,pasar ulekan
POI,nce abr produc,nce abr produc karang
POI,salon,salon
POI,perum griya indah arjawin,perum griya indah arj
POI,warung kembar 88,warung kembar 88
POI,raya pun,raya pun villa
POI,sd 9 kota jan,"sd 9 kota jan,"
POI,teuku umar no,teuku umar n
POI,graha bintaro,cluster gretta
POI,"aril, no 68",bmu art photography
POI,bmu art photography,bmu art photography
POI,jend sudirman,jend 
POI,"depart pendid nasi (ppp ipa) dipone,","depart pendid nasi (ppp ipa) dipone, citaru"
POI,kantor desa aral,"kantor desa aral, m"
POI,"evel bak, ikan","evel bak, ikan"
POI,"leo serv, jend","leo serv, j"
POI,"sedap malam, e1 17",shasha colection
POI,shasha colection,shasha colection
POI,"pemo par, raya","pemo par, raya"
POI,bolu susu bandung,bolu susu bandung
POI,al fal,"al fal raya,"
POI,yayasan bina desa sadajiwa,yayasan bina desa sadajiwa
POI,"ger bet tabern, ais","ger bet tabern, ais nasu"
POI,fatulotu smp kris tunas harapan st pet,fatulotu smp kris tunas harapan st pet lahu
POI,toko emas,toko emas
POI,mie baso mas ade,mie baso mas ade
POI,ayam kepr expr,ayam kepr expr bule h
POI,kha toys,"kha toys, r"
POI,perumahan sembada asri,perumahan sembada asri
POI,pt. cabot indonesia,"pt. cabot indonesia, kraka"
POI,man dua raya no 25 daya mulia,man dua raya no 25 daya
POI,pencu motor dan ambal,pencu motor dan ambal raj
POI,fotocopy gar,"fotocopy gar, p"
POI,one team network,one team network
POI,paal 4 malvinas 2,paal 4 mal
POI,pelepah kuning 1,janur kuning residence
POI,war makan wahyu,war makan wahyu puja
POI,cluster mataram,cluster mataram
POI,mama utara,jl.tanjaka
POI,kampung ibus,kampung ibus
POI,"lorong abadi, no","lorong abadi, no"
POI,pandau hulu ii sma neg,pandau hulu ii sma
POI,mi swa persis al fajr suka,mi swa persis al fajr su
POI,perumahan pondok cidahu permai,perumahan pondok cidahu permai
POI,"banyuw, b.",b. uma
POI,rumah ken prigen,"rumah ken prigen,"
POI,tunjung ketug,tunjung ketug
POI,warung mam,"warung mam, c"
POI,bale tirtawana,bale tirtawana
POI,diva meu,diva meu
POI,"lapa tenis arek lancor, nas","lapa tenis arek lancor, n"
POI,wan cell,wan cell ah
POI,kios dodong,kios dodong
POI,hidayah karya mand unt,hidayah karya mand un
POI,radio arrozi fm,radio arrozi fm
POI,pt mei karya,pt mei karya
POI,"kain nan, raya","kain nan, r"
POI,rawa terate,rawa terate kom
POI,"bank mand, jend","bank mand, j"
POI,warung cahaya murni,warung cahaya murni
POI,madegondo toko restu,madegondo 
POI,tiara,"tiara must studio,"
POI,"koperasi kary kope, jalak","koperasi kary kope, jalak"
POI,perum taman yas,palem putri ix 3 curugmekar per
POI,jorong talago,jorong talago 
POI,nizar 2 cell,nizar 2 cell
POI,"sul agung, no 3 pt","sul agung, no 3 pt lisa"
POI,bella frame toko,bella frame toko
POI,simas insurtech,simas insurtech
POI,key immanu shop,key immanu shop sising
POI,toko ahmad,toko ahmad
POI,taman bunga,taman bunga
POI,poros makassar-p,poros mak
POI,sebelas dua property,sebelas dua property
POI,angkri om bay,"angkri om bay,"
POI,"psg (penyetan sigura-gura), sigura",psg (penyetan sigura-gura)
POI,wisma argo manunggal,wisma argo manunggal
POI,"dina fash, raya","dina fash, r"
POI,bca kcp green ville,bca kcp green ville
POI,prima 2 bakso & mie ayam,prima 2 bakso & mie ayam
POI,bu tris oerd lese,bu tris oerd lese muria
POI,hero,hero
POI,asur binag upak pt,"asur binag upak pt, kesehatan,"
POI,mk,mk
POI,"war suratan, majap","war suratan, m"
POI,rental ps rakha,rental ps rakha
POI,mas al,mas al kaut bulus
POI,war nasi prasm baro hus sastran,war nasi prasm baro hus sastr
POI,bengkel ac mobil atlas juwana,bengkel ac mobil atlas juwana
POI,toko kabel 88,toko kabel 88
POI,"pangk baru, no 21",toko mas cemerlang
POI,toko mas cemerlang,toko mas cemerlang
POI,roest,"roest, ru"
POI,bidan nun,"bidan nun, r"
POI,"angkri pungkruk, taman","angkri pungkruk, ta"
POI,klinik sin asia,klinik sin asia wr
POI,sd n 8 padang laweh,sd n 8 padang laweh
POI,drg. sur sp.kg,"drg. sur sp.kg,"
POI,"maxx cof, raya","maxx cof, r"
POI,sirih utama aa,garasi kongkow
POI,slb tunas,"raya lig, slb tunas tekad "
POI,pasar pspt,pasar pspt
POI,perumahan wahana,perumahan wahana
POI,warung pin alam,"warung pin alam hijau 1, a"
POI,"karya suk, raja","karya suk, r"
POI,serv wika pd. klp. duren sawit,serv wika pd. klp. duren sawit ha
POI,rumah pak seno,rumah pak seno
POI,gedung tower,gedung tower bandar u
POI,villa citra,"villa citra, no g3 2 citra aulia"
POI,citra aulia indonesia,"villa citra, no g3 2 citra aulia"
POI,ptpn xii ngrangkah,desa sepawon rt 31 rw 03
POI,bengkel motor,"bengkel motor ber jaya, v"
POI,perum taman sari arum palem hijau,perum taman sari arum
POI,yogyakarta international airport,yogyakarta international airport
POI,yani,yani
POI,tk negeri 1,tk negeri 1
POI,harjamekar pt kabay autopart,harjamekar pt kabay autopart in
POI,komplek puri citra,komplek puri citra
POI,kp. pisangan,kp. pisangan
POI,graha tirta,graha tirta
POI,"bhayan, uptd","bhayan, uptd disdukcapil palab"
POI,tower sakura,tower sakura
POI,pelepah raya blok wv,pelepah raya blok wv 1
POI,nasinah,nasinah
POI,"budi farma apo, raya","budi farma apo, r"
POI,raya pun,"raya pun, abad"
POI,"indom, dip,","indom, di"
POI,lapangan speak,lapangan spea
POI,"pt cah kasih anug, villa","pt cah kasih anug, villa"
POI,jaya kenc motor,"jaya kenc motor, r"
POI,mulya tritunggal. ud,mulya tritunggal. ud
POI,hand ling pasar,hand li
POI,tk aba gading,tk aba gading
POI,bakso ikh baso mal baso,"bakso ikh baso mal baso iga, ciko"
POI,andrie stef pranandu,"merd, 331 andrie stef pranandu dr"
POI,perum peru,gedung perum peru jl.
POI,"bass kur serv, gad","bass kur serv, gad "
POI,pelangi cell,pelangi cell
POI,pananjung boj,boj jati-
POI,miftahul fatah sayu,"miftahul fatah sayu, r"
POI,btn kolam,btn kolam
POI,lia cell,lia cell
POI,kuta square,kuta square
POI,aman toko,aman toko
POI,pegad syariah,"pegad syariah, ka"
POI,shopping barat,shopping barat
POI,perumahan wahana,perumahan wahana
POI,desa ngrami,desa ngrami
POI,pernia,pernia raya no 50
POI,bendu hilir a 10,bakmi balap
POI,bakmi balap,bakmi balap
POI,buana point,buana point
POI,pt tanah jaya inti mulia,pt tanah jaya inti mulia
POI,hotel isab,hotel isab
POI,komplek asia afrika baru,komplek asia afrika baru
POI,"kan pol, muara","kan pol, muar"
POI,cemeng kalang,cemeng kalang 
POI,foto copy,foto copy
POI,toko chaka adv,toko chaka adv
POI,"adit primakarsa perd pt, warung","adit primakarsa perd pt, warun"
POI,soto bu mardi,soto bu mardi
POI,piarakuku hills,piarakuku hills
POI,galeria mall,galeria mall
POI,fabi pet shop,fabi pet shop
POI,qbe pool indonesia pt asur,qbe pool indonesia pt asur pan
POI,gracenet,gracenet
POI,puskesmas babelan i,puskesmas babelan i
POI,bumi makmur lest utama pt r,bumi makmur lest utama pt r 
POI,likha bus,"likha bus, t"
POI,bung karno,bung karno
POI,agus game stat,"agus game stat,"
POI,anda,"anda, j"
POI,wij tek hayam,wij tek hayam
POI,cluster acacia,cluster acacia
POI,komplek sandi negara,komplek sandi negara
POI,iboih beach iboih,iboih beach
POI,engineering for kids,engineering for kids
POI,asrama bintara,asrama bintara
POI,bukit ayu sukadamai,bukit ayu sukadamai
POI,puri park view aina bless,puri park view aina bless
POI,"dun don, pahl","dun don, pahl"
POI,bintang cell,bintang cell
POI,dak,"dak, r"
POI,friedrich noum stif,"friedrich noum stif,"
POI,green bay,green bay
POI,perum griya mahakarya,perum griya mahakarya
POI,toko atk p.muslih,toko atk p.muslih
POI,fisik football,fisik football
POI,zio,"zio, j"
POI,"toko sedi tapi ber, ahmad","toko sedi tapi ber, ahma"
POI,"ranca, no 13b",kios no. 1 bapak safe'i
POI,hasbu,"hasbu, de"
POI,perumahan grand family regency,perumahan grand family regency
POI,pegadaian,pegadaian
POI,"kan desa cim, raya","kan desa cim, raya"
POI,"smk neg 1 bati-,","smk neg 1 bati-,"
POI,baso mm,baso mm
POI,raju mas no e3 3,raju mas no e3
POI,young steel,young steel
POI,bts. tapa utara-sipirok,"bts. tapa utara-sipirok, mas "
POI,"raudh ath al - washl adian torop, panai","raudh ath al - washl adian torop, panai hul"
POI,"kli kasih ibu, engku","kli kasih ibu, e"
POI,poris plawad,poris plawad
POI,rozaliana,rozaliana
POI,"ment, no 113","ment, no 11"
POI,aditya ukir 2,aditya ukir 2
POI,desa kerung,desa kerung
POI,"dipone, no 39 kantor kep desa","dipone, no 39 kantor kep desa pekon "
POI,toko plas anug,"toko plas anug,"
POI,sd negeri 4 taman taman bali,sd negeri 4 taman tam
POI,warung model 2 putra,warung model 2 putra
POI,"ipuah mandia, no 46 kios","ipuah mandia, no "
POI,kantor lurah banjar,kantor lurah banjar cip
POI,ninpo buji indonesia,"ninpo buji indonesia, ba"
POI,depo air isi ulang mine,"depo air isi ulang mine, v"
POI,warung jawa timur,warung jawa timur
POI,komplek yuka residence,komplek yuka residence
POI,plaza medan fair,plaza medan fair
POI,gang sempurna,lubuk linggau
POI,"apo f21 mojo, raya","apo f21 mojo, r"
POI,"taman mal utara 5, no","taman mal utara 5, no"
POI,"smp neg 2 kuwus, kuwus","smp neg 2 kuwus, k"
POI,new conc,"new conc, v"
POI,studio alam,studio alam
POI,lembaga dak masyar marjinal jati,lembaga dak masyar marjinal jati b
POI,the club house,"the club house puri mans, p"
POI,pak umai,pak umai
POI,lanud s. suk baso &,lanud s. s
POI,syah zainuddin,syah zainuddin h dr da
POI,"sd neg 1 lins, raya","sd neg 1 lins, raya"
POI,toko hijau,toko hijau
POI,jne,jne
POI,rawa segaran,gg rawa seg
POI,perum mega asri 2,"perum mega asri 2, a."
POI,grand pamulang residence,grand pamulang residence
POI,"kh agus salim, no 46","kh agus salim, "
POI,rice bowl,rice bowl
POI,kantor lurah siaga,kantor lurah siaga
POI,"abdu daeng sirua, no",abdu daeng siru
POI,tk pkk jamp 01,"tk pkk jamp 01, si"
POI,saranamul,"saranamul, kalij"
POI,zona kiev,zona kiev
POI,dibelakang,dibelakang
POI,syasya cell,syasya cell
POI,toko awet jaya,toko awet jaya
POI,"war ang coffee, lidah","war ang coffee, l"
POI,rumah kanakibi cake,rumah kanakibi cake
POI,inaq gempo,inaq gempo
POI,sdn 03 mempawah timur,sdn 03 mempawah timur
POI,los dg. burane,los dg. burane
POI,"pisa baru sela, no 15 odc-",pisa baru s
POI,"masjid al habib komplek setneg kara, muti,","masjid al habib komplek setneg kara, mu"
POI,bhum mulia prima. pt,bhum mulia prima. pt
POI,"sd swa islam terpadu bunayya, uteun","sd swa islam terpadu bunayya, u"
POI,rest pad simp,"rest pad simp raya, minang b"
POI,gembira garm shop,"gembira garm shop, k"
POI,gumilang futsal,gumilang futsal
POI,mas al-madinah salam,mas al-madinah sa
POI,xent plastindo,xent plastindo ke
POI,pasi,"pasi, p"
POI,komplek margaasih,komplek margaasih
POI,titi sewa,titi sewa
POI,taman dayu,taman dayu
POI,sanarih,sanarih
POI,bank pasar,bank pasar singaparna
POI,toko sehat jaya,toko sehat jaya
POI,ma negeri beureunuen,ma negeri beureunuen
POI,"band presto lumba-lumba, bou","band presto lumba-lumba, b"
POI,puri artha,btn puri artha
POI,taman mangga,jl palem tam
POI,"renny salon pangkas rambut pria wan, pool","renny salon pangkas rambut pria wan, p"
POI,kedai awi,kedai awi
POI,"spesi gul dynamo mas tono, pang","spesi gul dynamo mas tono, pang "
POI,dpan,dpan terminal giw
POI,ganda foto,ganda foto
POI,"tole iska, no 5 rm.",rm. linsu anugerah
POI,ming bakmi dan asinan,ming bakmi dan asinan
POI,sp net,sp net
POI,raya sawen-t,"raya sawen-t, pl"
POI,waroeng imin,waroeng imin
POI,liga sport & music,liga sport & music
POI,perumahan griya setia nusa,perumahan griya setia nusa
POI,penj lana,"penj lana, ce"
POI,bu agung,bu agung
POI,"war buah bu endro, god","war buah bu endro, g"
POI,bint jaya konveksi,"bint jaya konveksi, b"
POI,komplek karya baru permai,komplek karya baru permai
POI,mb store,mb store
POI,"toko jaya mand sukses, k","toko jaya mand sukses, k"
POI,"jend s par v, no 41","jend s par v, no 41"
POI,simp parak laweh,simp parak la
POI,"mas al-hi mogutat, poyowa","mas al-hi mogutat, po"
POI,zkomik,zkomik
POI,depot air minum isi ulang,lebak maja depot air minu
POI,adar,"adar, g"
POI,delapan jaya toko,delapan jaya toko
POI,a_dewe ban,a_dewe ban
POI,"tlf official, g 11","tlf official, g "
POI,ahass pasu motor,"ahass pasu motor, ra"
POI,sum jalan cire kebon jati,sum jalan cire kebon
POI,bakmie sta sul,bakmie sta su
POI,indra arli,"indra arli, gu"
POI,"dr. isfyanto, spm","dr. isfyanto, spm"
POI,lubuk alung,lubuk alung
POI,kb islam terpadu alum,"kb islam terpadu alum, t"
POI,ds. ii lubuk,ds. ii lubu
POI,alun- mini kota unga,alun- mini kota unga ahmad 
POI,asrama bintara,asrama bintara
POI,balai rupih,balai rupih
POI,"war lala cak man, h.","war lala cak man, h. o"
POI,mitra bukalapak mini mar h slamet,"raya mast, mitra bukalapak mini mar "
POI,"war hikmah, gay","war hikmah, g"
POI,kli nur zahira kh,kli nur zahira kh
POI,butik endriy,butik endriy pre
POI,stasiun kereta,gedung stasiun k
POI,sat cell,sat cell ha
POI,"toko sep yusuf, besi","toko sep yusuf, b"
POI,fotokopi,fotokopi
POI,masjid tawa tala,"masjid tawa tala, 92"
POI,balai rupih,balai rupih
POI,"swata 4, 43",pahala
POI,toko mahk,"toko mahk, p"
POI,jend ahmad yani,jend ahmad yani 35 labora
POI,bank bni,bank bni
POI,pondok pesantren,pondok pesantren
POI,toilet atau wc umum,toilet atau wc umum
POI,taman kencana,taman kencana blok 
POI,amkt pesut,amkt pesut
POI,kost deha,kost deha
POI,tol cikampek-jakarta km,tol cikampe
POI,sleep bout,"sleep bout, ab"
POI,"komp h. anwar,",komp h. an
POI,toko dnkp,toko dnkp
POI,plas dan karet industri,"plas dan karet industri, 5"
POI,k 2 fact out,"k 2 fact out, jend"
POI,kandang ayam,"kandang ayam cim, c"
POI,drg. fitri yeni,drg. fitri yeni
POI,citra proteksindo. cv,citra proteksindo. cv
POI,joffa gym,joffa gym
POI,rahong kel.,rahong kel.
POI,"mas kenc antik khan, raya",mas kenc antik kha
POI,wisma aldiron,wisma aldiron
POI,nega motor,nega motor
POI,tiki,tiki
POI,taman pancing,taman pancing
POI,sea food pondara 48,sea food pondara 48
POI,bt dwin ho beliah samjaya,bt dwin ho beliah samjaya
POI,perumahan wahana,perumahan wahana
POI,"notaris christina otita, sh","notaris christina otita, sh"
POI,koperasi giri sedana,koperasi giri sedana
POI,"war kj maul, ger, lumban","war kj maul, ger,"
POI,free skin,"free skin mob lege, panj"
POI,kali rental,"kali rental,"
POI,taman bungkul,taman bungkul
POI,"gar petshop & petkl, brig","gar petshop & petkl, brig "
POI,cokelat kla cafe - sul,cokelat kla cafe - sul teru 
POI,"sejin jaya indone pt, irian,","sejin jaya indone pt, ir"
POI,bukit duri sela,bukit duri se
POI,"tb citra suk, peta","tb citra suk, p"
POI,multi guna alumunium,multi guna alumunium
POI,kafe c3,kafe c3
POI,meja sayur mbak ikur,meja sayur mbak ikur
POI,coco sport,coco sport
POI,mariana segar,maria
POI,kost hj. ema,kost hj. ema
POI,sera sekola mutiara 69,"sera sekola mutiara 69, b"
POI,buana impian 2,buana impian 2
POI,"let m. t. hary, no 4","let m. t. hary, n"
POI,"smp kris santo elias, mawar","smp kris santo elias, m"
POI,bengkel las,bengkel las
POI,"dapur asik ment, cepu","dapur asik ment, c"
POI,hj. idris,warung jengkol
POI,tk islam izzuddin,tk islam izzuddin
POI,puri alam lestari,puri alam lestari
POI,pes fajar,"pes fajar, p"
POI,terminal pulo,gf.im : terminal pul
POI,taman dayu,taman dayu
POI,pt nok asia batam,pt nok asia batam
POI,indu raya 3,tongseng & soto ayam
POI,tongseng & soto ayam,tongseng & soto ayam
POI,mirah fashion,mirah fashion
POI,gpdi baitani ensa,gpdi baitani ensa
POI,"mas pesan al mukhlisin, medan","mas pesan al mukhlisin, me"
POI,bilah barat waterboom smk swasta al-azis,desa janji bilah b
POI,pandawa. ud,pandawa. ud
POI,kp selajambe rt 023 008,kp selajambe rt 
POI,klinik gigi drg. hasnul ari,"klinik gigi drg. hasnul ari, v"
POI,mt hasanah,mt hasanah
POI,baro bakery & kedai,"baro bakery & kedai, r"
POI,warung kutil,warung kutil
POI,sul agung 56 dps,sul agung 56 d
POI,"haji kasam, no","haji kasam,"
POI,perumahan wahana,perumahan wahana
POI,bk jaya,bk jaya
POI,kantor lurah kuni barat,"kantor lurah kuni barat, ku"
POI,lapangan pemda sleman,lapangan pemda sleman
POI,pluit sela 1 on-,pluit sela 1 on-y sh
POI,madrasah dini mathlabul ulum,madrasah dini mathlabul ulum 59
POI,perumahan bumi pingit raya,perumahan bumi pingit raya
POI,nusantara engineering. pt,nusantara engineering. pt
POI,taman dayu,taman dayu
POI,rm daej ho korea food,"rm daej ho korea food, p"
POI,nganguk kantor,nganguk kantor lurah
POI,boss berass,boss berass
POI,sdn 3 secang,sdn 3 secang
POI,rm sebelas jaya,rm sebelas jaya
POI,haji rafli,haji rafli
POI,sd negeri 15 gu,sd negeri 15 gu
POI,braga batik kharisma,braga batik kh
POI,bale tirtawana,bale tirtawana
POI,perum griya maharaja,perum griya maharaja
POI,dov cv,"dov cv, r"
POI,lpp umkm kec cisau,lpp umkm kec cisau
POI,rabithah alawiyah,rabithah alawiyah
POI,peri halawa perum,peri halawa
POI,jurusan teknik elektro,komplek balapan
POI,"war sabrangan jukung,","war sabrangan jukung, c"
POI,luki bastari,luki bastari
POI,kedai kaka,kedai kaka
POI,agung musik & golf,agung musik & golf
POI,janur kuning residence,janur kuning residence
POI,batu jaya townhouse,batu jaya townhouse
POI,street food fest rs,street food fest rs 
POI,sound. com jual beli komputer,sound. com jual beli komputer
POI,ruko sedana,ruko sedana
POI,bakmi si joker,bakmi si joker
POI,"beng iqbal motor, raya","beng iqbal motor, r"
POI,lab combi cafe,lab combi cafe
POI,kb mentari rantau,kb mentari
POI,stro,"stro, de"
POI,perumahan wahana,perumahan wahana
POI,sd negeri 1 cibe,sd negeri 1 cibe
POI,sumber cipta,sumber cipta
POI,ud. ach maul,"ud. ach maul, jur,"
POI,villa permata,villa permata
POI,bakso & mie ayam metriz,bakso & mie ayam metriz
POI,hotel cerah spes sales,"hotel cerah spes sales, r"
POI,"firgo fash, idrus","firgo fash, i"
POI,talib raya no 32b,talib raya no 32b c
POI,masjid baitul hakam,masjid baitul hakam
POI,"pulau moro,","pulau moro, no "
POI,agung natu,"agung natu, g"
POI,taman darmawangsa,taman darmawangsa
POI,pinang ranti,pinang ranti
POI,gun kaira no 21 citra,gun kaira no 21 citra g
POI,piranti furniture,piranti furniture
POI,"brawi, 52","brawi, 52 r"
POI,maestro kuli sela riyadi,maestro kuli se
POI,"man tirto utara i,",man tirto utara i
POI,atmostwear,atmostwear
POI,jne manu bha,jne
POI,muso,muso he
POI,anug,"anug, mu"
POI,"raya semarang purwo, no",raya semarang purw
POI,"dok dewi simanjuntak, jambi","dok dewi simanjuntak, j"
POI,toko sang,"toko sang, ka"
POI,bunderan cigasong,bunderan cigasong
POI,"lamo ten, no 3 bit","lamo ten, no 3 bit indah"
POI,kar klum tim,raya wiy
POI,perum andalusia garden,perum andalusia garden
POI,amal steam,amal steam
POI,kursus komp turbo,"kursus komp turbo, t "
POI,"roti madu bak, bulak","roti madu bak, b"
POI,mahap sejatigungtama. pt,"mahap sejatigungtama. pt, bu"
POI,lita,lita collec pak
POI,debby,debby
POI,toko beras tunas baru,toko beras tunas baru
POI,war ayam gor kent prof,war ayam gor kent prof. dr
POI,suc baju anak,suc baju anak so
POI,komplek pratama,komplek pratama
POI,rizky tenda,rizky tenda
POI,ponpes tahfidz nurul bayan,ponpes tahf
POI,"maje tak b. atiq, raya","maje tak b. atiq, raya"
POI,audio dakar,audio dakar
POI,"pt. fra & tai betty, wahi","pt. fra & tai betty, wahi"
POI,depan mesjid bukit lintang,depan mesj
POI,warung nasi ibu dwi,warung nasi ibu dwi
POI,"peman ram, wahid","peman ram, wahid"
POI,lestari residence,lestari residence
POI,riz-q cell,riz-q cell
POI,lifi bout pang sido ing,lifi bout pan
POI,sememi kendung,kendung
POI,cahaya gemil cv,"cahaya gemil cv, le"
POI,gedung gadis,gedung gadis
POI,lata computer,"lata computer, a"
POI,panyepen kel.,panyepen kel.
POI,teguh jaket& metro,teguh jaket& met
POI,assa,assa
POI,casablanca mansion,casablanca mansion
POI,"dister stic, juwiring","dister stic, j"
POI,rumah makan palupi,rumah makan palupi
POI,toko karangka mulya,toko karangka mulya
POI,rohani,rohani
POI,djambu indah,djambu indah
POI,bank ntb cabang,bank ntb
POI,aqua nano coin laun pegangsaan,aqua nano coin laun pe
POI,toko yume,toko yume tl
POI,ruko gading kirana,ruko gading kirana
POI,"simp ulin, no","simp ulin, no"
POI,"simp kalian, kantor bers","simp kalian, kantor bers samsa"
POI,asur sina sido sul,asur sina sido sul agung m
POI,galeria mall,galeria mall
POI,cahaya pera dipanegara,cahaya pera di
POI,ray naya cell,"ray naya cell, dr wa"
POI,toko mainan dan kado shin,"toko mainan dan kado shin, ma"
POI,seruni hills,seruni hills
POI,cirebon,surya toserba
POI,salon zia,"salon zia,"
POI,kompleks amd permai,kompleks amd permai
POI,coffee,no. 8 coffee
POI,giri menang,giri menang
POI,"sma neg 10 tangerang, kh","sma neg 10 tangerang, k"
POI,favo cell,"favo cell, ra"
POI,"pt.shafwah tour dan tra, bila","pt.shafwah tour dan tra, b"
POI,"wah prestasi logistik, villa","wah prestasi logistik, v"
POI,"bila, no 5 ksu","bila, no 5 ksu sera"
POI,pal cv,"pal cv, s"
POI,ade kurn,"ade kurn, ki"
POI,"yayasan cantika dha, pon","yayasan cantika dha, p"
POI,"bank rakyat indon, kandat","bank rakyat indon, ka"
POI,tkn pembina,"tkn pembina kecam kediri, mo"
POI,terminal sukatani,terminal sukatani
POI,smp negeri 6 sukanagara,smp negeri 6 sukanagara
POI,bank jabar,"gadog 3, 100 bank"
POI,yayasan mitra kead,"yayasan mitra kead, si"
POI,"mini mar bunga gajah, mandu","mini mar bunga gajah, m"
POI,kavling polri,kavling polri
POI,"mbah dalem, no k 117 sd neg","mbah dalem, no k 117 s"
POI,"sd neg pringgow 3, pang","sd neg pringgow 3, pang be"
POI,sma pert jambi serma nur malik,sma pert jambi se
POI,adhi warna photo,adhi warna photo
POI,bakta jaya abadi group,bakta jaya abadi group
POI,toko nita berkah snack,toko nita berkah snack
POI,mas nurul,"mas nurul jan,"
POI,budi luhur,budi luhur k
POI,graha mustika,graha mustika
POI,"salsa fash, dr.","salsa fash, dr. j"
POI,alun alun malingping,alun alun malingping
POI,"cinunuk, 74","cinunuk, 74 m"
POI,pluit karang indah,pluit karang indah blok o
POI,perum citra permata sakinah,perum citra permata sakinah
POI,lin timur,lin timur toko
POI,agung property,agung property
POI,dokter variasi mobil,dokter variasi mobil
POI,menara bank mega semarang,menara bank mega semarang
